Params,Error
"[18, 0.8370227683854472, 0.9357957227142006, 0.6766078591456917, 0.0847451277559132, 283.26682605035944, 0.8264750109576467, 0.07630994315886097]",name 'ShortCutDesign' is not defined
"[16, 0.6040634495031219, 0.6830952423708561, 0.11123880943231212, 0.550573396135102, 308.7511704786115, 0.8843142679339223, 0.8655700379991752]",name 'ShortCutDesign' is not defined
"[10, 0.50392633292246, 0.815910808781035, 0.07704347964097699, 0.5156867847633071, 292.51506766724253, 0.5556433737319844, 0.13331252445097266]",name 'ShortCutDesign' is not defined
"[15, 0.25698954543280306, 0.6944848956957876, 0.8885527897168461, 0.5837550867321535, 289.44774557815447, 0.454558353628775, 0.8401525245343383]",name 'ShortCutDesign' is not defined
"[10, 0.5468202336014903, 0.5752258658168726, 0.06778914392797979, 0.8206270037064096, 288.82510356306284, 0.16444150042481614, 0.22298496396240722]",name 'ShortCutDesign' is not defined
"[38, 0.16152042870442607, 0.10557666425666483, 0.3175321300288807, 0.6543504770215895, 325.56626496521073, 0.48758458997341103, 0.7858292082142083]",name 'ShortCutDesign' is not defined
"[38, 0.990383325558502, 0.031948874640873356, 0.17757465535008823, 0.7030233054820471, 291.1486333292189, 0.261992465952558, 0.6249283548432816]",name 'ShortCutDesign' is not defined
"[14, 0.789271645884081, 0.7700976966973515, 0.21235987514103385, 0.6239471088841617, 317.2904971352838, 0.0055362666380695995, 0.4654724186505997]",name 'ShortCutDesign' is not defined
"[30, 0.7327104477291648, 0.230520618747773, 0.2062460558242209, 0.5370639363523158, 318.02074380514983, 0.5471951889412437, 0.5574492366026375]",name 'ShortCutDesign' is not defined
"[23, 0.7900666497820031, 0.18684192451671047, 0.536075071424233, 0.5495519927712619, 322.0110261263709, 0.2749784695765976, 0.04814270809378655]",name 'ShortCutDesign' is not defined
"[34, 0.823352663529059, 0.6535894591933797, 0.9914595052337438, 0.3027171998415161, 321.94781841844065, 0.5408784515973215, 0.9160059791465563]",name 'ShortCutDesign' is not defined
"[43, 0.03995213693745266, 0.3440697143979779, 0.8861029503400886, 0.3571431461583789, 287.8798845627231, 0.3156397138824756, 0.9874834763754293]",name 'ShortCutDesign' is not defined
"[45, 0.7572341575567533, 0.4519618782162283, 0.8645155575926776, 0.7733029345695416, 315.7714386579933, 0.4933622875871096, 0.35562096276541955]",name 'ShortCutDesign' is not defined
"[47, 0.9493609188034132, 0.9155934223789887, 0.0859709125805765, 0.7895413212834103, 346.9483996618946, 0.6439631529156034, 0.34576979319214185]",name 'ShortCutDesign' is not defined
"[42, 0.33949421827252835, 0.29236249904501205, 0.2532004946038294, 0.019172979015187795, 305.6755753467227, 0.03650618345995949, 0.7928350454865167]",name 'ShortCutDesign' is not defined
"[27, 0.6241843025796533, 0.1907782587067293, 0.129045326952843, 0.9201285439361331, 329.28163955061194, 0.5138665462141254, 0.9071640726494754]",name 'ShortCutDesign' is not defined
"[12, 0.038960422254401966, 0.9406414433016034, 0.31026279358382414, 0.617734247060671, 337.07570557287085, 0.5042025417790983, 0.9579030696490416]",name 'ShortCutDesign' is not defined
"[38, 0.36109162323761584, 0.9165057139180064, 0.08789179300693421, 0.45508661854426763, 347.0608041267258, 0.21322137626359655, 0.11813677089466873]",name 'ShortCutDesign' is not defined
"[21, 0.48466613506441486, 0.42091695435684445, 0.5879569918438214, 0.19062274757892908, 305.9969840517376, 0.9857490931133861, 0.5419467420615159]",name 'ShortCutDesign' is not defined
"[41, 0.816463121820923, 0.5877693931727846, 0.989291958714012, 0.6125941840078702, 275.8886766401529, 0.7548842594112976, 0.20069874773610524]",name 'ShortCutDesign' is not defined
"[37, 0.8432729005911538, 0.9039241032813806, 0.5449185324861816, 0.30231777717221897, 291.4752539099519, 0.8754595834851144, 0.9907154524974086]",name 'ShortCutDesign' is not defined
"[14, 0.013739832174430087, 0.4685607636890016, 0.372455694439803, 0.823129324888586, 342.36899712966914, 0.13917537997156057, 0.8750083194919437]",name 'ShortCutDesign' is not defined
"[33, 0.1301263329003805, 0.1176706713417642, 0.34086327435918445, 0.9503669658129525, 338.51003593440794, 0.9209016276977754, 0.8628031767726129]",name 'ShortCutDesign' is not defined
"[27, 0.3964204973970453, 0.41823864286579915, 0.11896828484333799, 0.32214390657524195, 333.2621299230027, 0.9092496824384751, 0.2730725563058586]",name 'ShortCutDesign' is not defined
"[29, 0.31636037075560614, 0.5904217014674675, 0.4713541706773986, 0.3012984527135855, 342.3290524785798, 0.26996559639470474, 0.913518425236789]",name 'ShortCutDesign' is not defined
"[35, 0.6970856250702405, 0.4725689307995099, 0.976271486368785, 0.4579769959338306, 287.06938302888574, 0.7619788856014391, 0.6820292174743456]",name 'ShortCutDesign' is not defined
"[25, 0.8742157774901822, 0.6842773362010243, 0.3190393303932164, 0.48071099769881837, 334.34786788704287, 0.5322656453735342, 0.6000488486567032]",name 'ShortCutDesign' is not defined
"[39, 0.35276199684508824, 0.9041431158275187, 0.5670289851788208, 0.8229374577673064, 279.86836460115074, 0.8512394618461367, 0.7555552224179395]",name 'ShortCutDesign' is not defined
"[25, 0.555796514406273, 0.9264938084157663, 0.4490679514322131, 0.17705126616816688, 285.55070808113294, 0.7483991917995418, 0.8979970179038368]",name 'ShortCutDesign' is not defined
"[32, 0.5304452879870123, 0.19195417245946633, 0.9429573800656477, 0.7210876147399442, 282.38349264794306, 0.42607160958120355, 0.5230326904629549]",name 'ShortCutDesign' is not defined
"[26, 0.8926353407792749, 0.8566377787372607, 0.2795472266517186, 0.14662990508612372, 287.8402522566849, 0.4842748916917265, 0.2369101047150388]",name 'ShortCutDesign' is not defined
"[24, 0.6823709905952854, 0.04428072121531094, 0.4585441890509576, 0.10167871709182398, 346.55207231243344, 0.4497698726866388, 0.3550549375295833]",name 'ShortCutDesign' is not defined
"[28, 0.6501717276005673, 0.9333955659081588, 0.8366257218158315, 0.9904117535804522, 277.1222018537311, 0.8251814964115145, 0.544872182231275]",name 'ShortCutDesign' is not defined
"[49, 0.2758190598503582, 0.03366746900547448, 0.12175852203358524, 0.29573071619861174, 308.77576179926837, 0.2651571637901085, 0.1833638317343669]",name 'ShortCutDesign' is not defined
"[31, 0.548239761778302, 0.8528723098263542, 0.8472917217053203, 0.6851206994675023, 277.8224266221407, 0.3094858392735046, 0.8176898461256731]",name 'ShortCutDesign' is not defined
"[26, 0.9214700338421573, 0.9877633351898276, 0.4490656113170717, 0.899110451241565, 346.19250762176614, 0.05685096085978656, 0.6983677547064212]",name 'ShortCutDesign' is not defined
"[18, 0.16561597726380947, 0.7611269007094067, 0.1655651412018847, 0.0802742887569572, 324.18092921540244, 0.7045851481819866, 0.21905386417624195]",name 'ShortCutDesign' is not defined
"[11, 0.8386495361465932, 0.7360819191728536, 0.4764173164293157, 0.9352985009459751, 321.44287316784425, 0.10653801602488076, 0.22554667004595846]",name 'ShortCutDesign' is not defined
"[46, 0.7230819069867237, 0.9811031723114896, 0.21867598552206247, 0.9644674984670507, 323.1778015168587, 0.07766129795865162, 0.579020172778051]",name 'ShortCutDesign' is not defined
"[46, 0.501518619755425, 0.4143441050876848, 0.2522185939480151, 0.07954048748872514, 289.3715579219603, 0.37997707209352594, 0.9832662737319902]",name 'ShortCutDesign' is not defined
"[44, 0.6088041872054791, 0.16102617056407192, 0.9987137970067829, 0.2463583620908295, 300.48133815232933, 0.9534937976492831, 0.06767397027560039]",name 'ShortCutDesign' is not defined
"[39, 0.46393182904690006, 0.2816619129372004, 0.7126801307570955, 0.8606633352732478, 296.7471338251956, 0.7837001999006447, 0.5873512704300038]",name 'ShortCutDesign' is not defined
"[13, 0.7473541433429186, 0.9974008959359582, 0.37886230704850693, 0.400973459270269, 298.39721204376195, 0.41170642606969926, 0.8651036482208183]",name 'ShortCutDesign' is not defined
"[25, 0.7389750568962256, 0.31337214648051714, 0.8337971423387923, 0.29186305541461294, 332.37793498205093, 0.003148895165144483, 0.8264645708600351]",name 'ShortCutDesign' is not defined
"[21, 0.21703410583565963, 0.47076510932259286, 0.6179747444654295, 0.0921538074114574, 341.79114463476697, 0.27598844848527326, 0.23165800659156102]",name 'ShortCutDesign' is not defined
"[48, 0.1880330520866921, 0.013075355245784003, 0.9759289502476128, 0.06962087796706504, 333.6832578978457, 0.2999814946175731, 0.6233655706929349]",name 'ShortCutDesign' is not defined
"[45, 0.37718895997261837, 0.19336677017582649, 0.07823236868019974, 0.13444597140300352, 287.0300334838239, 0.18074516220902961, 0.6932086941784557]",name 'ShortCutDesign' is not defined
"[48, 0.6997557551254184, 0.6247321647048891, 0.25535604467109524, 0.5055744609271672, 316.292734715588, 0.8266824048135402, 0.8387707093393254]",name 'ShortCutDesign' is not defined
"[22, 0.6865375963433196, 0.8216115206256343, 0.7352932279175171, 0.7096179186352773, 311.66650380649, 0.8209335146517402, 0.6248527640422747]",name 'ShortCutDesign' is not defined
"[15, 0.3025155402857604, 0.2543669465512851, 0.4997587749113827, 0.5118565042416459, 308.2968726091139, 0.6250607533144394, 0.7498899133023813]",name 'ShortCutDesign' is not defined
"[44, 0.7487605344639326, 0.2615882274767556, 0.27885822450705905, 0.6061533618005646, 290.8558807540869, 0.5979206446684917, 0.01335269073012945]",name 'ShortCutDesign' is not defined
"[34, 0.40980726431587006, 0.7046485897253604, 0.2642870883657874, 0.8316521381272323, 311.0913104087487, 0.9987915162534289, 0.1602952805617163]",name 'ShortCutDesign' is not defined
"[46, 0.9447783993988887, 0.6749600544229893, 0.2120302460236346, 0.534313490654091, 336.7631527111971, 0.23266532693800596, 0.7183912286544974]",name 'ShortCutDesign' is not defined
"[26, 0.5733187132665554, 0.28327492359109796, 0.5675444120295762, 0.4703707679001539, 303.1031855193943, 0.3583926884346295, 0.5879134797274574]",name 'ShortCutDesign' is not defined
"[45, 0.0398990455805566, 0.2565963049404168, 0.15439079724120336, 0.3497388097353864, 340.31608259674255, 0.48361951779202367, 0.9315108709154127]",name 'ShortCutDesign' is not defined
"[33, 0.607162786492546, 0.4856035251471357, 0.3349852656204721, 0.32049718558192974, 333.7374533949305, 0.6944035476273555, 0.789564164435789]",name 'ShortCutDesign' is not defined
"[30, 0.11223904889769984, 0.06064510746378525, 0.17927251562486815, 0.10218927995755342, 323.44850654581035, 0.03076080294220312, 0.8981649271116581]",name 'ShortCutDesign' is not defined
"[42, 0.9717860965257858, 0.8560411614523995, 0.3818629965410996, 0.28356318261130475, 308.04888018472286, 0.3546100459148069, 0.22242279998098402]",name 'ShortCutDesign' is not defined
"[46, 0.26916414298585256, 0.48298738075185416, 0.06915202901730291, 0.0626922521889137, 305.64106824083143, 0.4703640637818139, 0.5415177016591084]",name 'ShortCutDesign' is not defined
"[27, 0.35301124729070815, 0.765076372625777, 0.4588593505477019, 0.5000980680417951, 305.6197227267803, 0.71445450402274, 0.2668605199841959]",name 'ShortCutDesign' is not defined
"[40, 0.007343104139466881, 0.7424490954436638, 0.7602963475240707, 0.7546211167251926, 295.78262947253967, 0.6324995099763671, 0.016541089923004224]",name 'ShortCutDesign' is not defined
"[30, 0.9831862035403722, 0.5254253879272391, 0.13920126689379408, 0.9970627218002235, 316.5757713153485, 0.618752813682639, 0.06962160425305863]",name 'ShortCutDesign' is not defined
"[40, 0.8320082422833082, 0.12425439226351405, 0.5682607735771005, 0.14008187090776297, 329.4683444536185, 0.44464769844127283, 0.35962705665486766]",name 'ShortCutDesign' is not defined
"[16, 0.47093414742563416, 0.6055341922889156, 0.035399076312230604, 0.5843267853030483, 318.2384625289399, 0.6920254282902533, 0.9238472943691048]",name 'ShortCutDesign' is not defined
"[25, 0.35895025669474306, 0.7793459224769347, 0.46229816279072505, 0.8945329528231627, 330.2604429078846, 0.012407611376698371, 0.3203752901014045]",name 'ShortCutDesign' is not defined
"[34, 0.9466191577272202, 0.5382947386306964, 0.31406118741181155, 0.1303873330401497, 291.60045105036284, 0.6861231015605084, 0.19978891904147653]",name 'ShortCutDesign' is not defined
"[24, 0.2765219713271648, 0.12525381945906833, 0.38583122191389546, 0.6451629991895331, 343.18739099603744, 0.17178602400731766, 0.6990634271943936]",name 'ShortCutDesign' is not defined
"[18, 0.6024668029473229, 0.31532374935831364, 0.053697772479629806, 0.7137997202457728, 325.8704089294064, 0.0784638280147506, 0.34742735447567713]",name 'ShortCutDesign' is not defined
"[29, 0.3052162191637039, 0.8945278521680916, 0.1672103991053461, 0.09748442761606257, 322.41474479078465, 0.4981599941509182, 0.1320400113528283]",name 'ShortCutDesign' is not defined
"[28, 0.012529949151778125, 0.791473322058306, 0.9570493511715924, 0.3972413170628975, 338.2822971032213, 0.4646031411180867, 0.5701394470820673]",name 'ShortCutDesign' is not defined
"[25, 0.6336214684688405, 0.5669114825791678, 0.42596096912299247, 0.15320582883120276, 318.21443614657994, 0.6445650053926304, 0.998453306704902]",name 'ShortCutDesign' is not defined
"[38, 0.1443705769052013, 0.4761491289762685, 0.09961790308492892, 0.5534960325419144, 279.49800728393495, 0.27372393683606505, 0.8752966017198162]",name 'ShortCutDesign' is not defined
"[10, 0.14805282979061293, 0.3391053069310651, 0.09595131224293066, 0.8569526284254761, 334.5395782556181, 0.04343312318292884, 0.8641376841283979]",name 'ShortCutDesign' is not defined
"[34, 0.0988031015514059, 0.2763722656605657, 0.9679270117248868, 0.4447791718011854, 347.3945600449217, 0.06900907207959751, 0.639539147687404]",name 'ShortCutDesign' is not defined
"[29, 0.723850095024092, 0.04478130118039533, 0.4261873565029254, 0.7071603681531828, 323.14399790287985, 0.16988298977131247, 0.3300306835049228]",name 'ShortCutDesign' is not defined
"[27, 0.8265262322094601, 0.5047223025433369, 0.3284215580276117, 0.6516293441171646, 304.0012549361174, 0.5602109361630996, 0.8606278317369118]",name 'ShortCutDesign' is not defined
"[30, 0.06041426538642104, 0.7496728119111671, 0.7355580008556779, 0.7706416719643723, 312.6110124575377, 0.5689419567490804, 0.6228349956433837]",name 'ShortCutDesign' is not defined
"[13, 0.2447064927212133, 0.835953528002341, 0.385473726199657, 0.3948447733326796, 337.39124583549483, 0.1660988599608684, 0.9427341484899251]",name 'ShortCutDesign' is not defined
"[39, 0.5217463186261594, 0.8472331303109923, 0.620295259943072, 0.9233540762133893, 303.3270968160846, 0.8184128637424409, 0.23729200558010077]",name 'ShortCutDesign' is not defined
"[20, 0.812141363604063, 0.5635710053501881, 0.5408601212812932, 0.8822548180609966, 339.1753226171819, 0.602788037103595, 0.6547277840278423]",name 'ShortCutDesign' is not defined
"[23, 0.7957612249633383, 0.758068163013934, 0.5164347730517332, 0.8950190781533296, 314.9329228337938, 0.8187370271767019, 0.49828977781727823]",name 'ShortCutDesign' is not defined
"[48, 0.3121517360877721, 0.2536446031832181, 0.9983517889475422, 0.11527703847453989, 348.11408809639397, 0.8348990740323736, 0.2766716660205613]",name 'ShortCutDesign' is not defined
"[47, 0.46859747223804826, 0.916401698341449, 0.6425476788743395, 0.93316807392807, 335.80500034767124, 0.8746540189080283, 0.5923249179353403]",name 'ShortCutDesign' is not defined
"[25, 0.4740484958028001, 0.48279844969653096, 0.8255468651455323, 0.25384798337147757, 338.5041074412824, 0.5860987523838611, 0.4884185970549452]",name 'ShortCutDesign' is not defined
"[36, 0.4935502667630011, 0.8085010295681742, 0.7450395608507302, 0.730497697577399, 341.30858702720883, 0.4961685875941675, 0.9518376774904836]",name 'ShortCutDesign' is not defined
"[14, 0.12202995324564689, 0.922625154969414, 0.9841160774209825, 0.39690981931524627, 341.5231887778584, 0.3672549445179605, 0.30465091146273576]",name 'ShortCutDesign' is not defined
"[15, 0.15105833357681125, 0.12161705981977126, 0.11969980204877988, 0.8168888199131036, 293.47638914817804, 0.4214260551935182, 0.7948264779172345]",name 'ShortCutDesign' is not defined
"[47, 0.7201191368526246, 0.908661998245783, 0.24737352140802835, 0.3263392312983521, 310.921747558255, 0.4703024816376332, 0.0871189443547907]",name 'ShortCutDesign' is not defined
"[13, 0.6545340800912919, 0.7759606899146188, 0.7331184634638568, 0.8588347625043394, 345.7552371337134, 0.20436194242905006, 0.4219749232206907]",name 'ShortCutDesign' is not defined
"[14, 0.26712133735309845, 0.3770524243622714, 0.23015068826556076, 0.11533461200232724, 346.730486462283, 0.32118862634434797, 0.5079478995464001]",name 'ShortCutDesign' is not defined
"[39, 0.9497092100051585, 0.5233797210296857, 0.6144783308917701, 0.7138402497708789, 333.0179756520865, 0.8116842230286355, 0.06656207471210536]",name 'ShortCutDesign' is not defined
"[19, 0.6115635020861346, 0.09946598294808379, 0.923212987660846, 0.30768261629811083, 313.3980850564096, 0.0909918174434063, 0.580467041798296]",name 'ShortCutDesign' is not defined
"[11, 0.24834225420368225, 0.6344863311950871, 0.9523331483166452, 0.17424089803588297, 317.64250219392585, 0.5991766744501126, 0.44116503072637825]",name 'ShortCutDesign' is not defined
"[28, 0.5459971133688013, 0.19668623923709896, 0.7447449343367682, 0.49972814030755197, 314.3864774696983, 0.08482093697120549, 0.07149435522062061]",name 'ShortCutDesign' is not defined
"[10, 0.10732618364972164, 0.06300454583269172, 0.5977323434527142, 0.906502655808698, 330.78201181593465, 0.541022415592884, 0.14282967888411754]",name 'ShortCutDesign' is not defined
"[27, 0.9229651394255121, 0.25274404679917345, 0.10845237367775697, 0.5586895334560974, 274.6225769995958, 0.5214381173457485, 0.680898939796808]",name 'ShortCutDesign' is not defined
"[30, 0.8479970531170826, 0.5718382935438082, 0.1729909062401974, 0.9511381089788418, 332.7777619704321, 0.39691393206958364, 0.8335459505267439]",name 'ShortCutDesign' is not defined
"[31, 0.9878795975333303, 0.7275560999905006, 0.11969345412163054, 0.5182767704465974, 332.09492092426837, 0.8047975486779919, 0.711424253137]",name 'ShortCutDesign' is not defined
"[14, 0.8251876214993673, 0.3062675415587602, 0.7351481412173192, 0.6514814090653505, 288.14574229908646, 0.029832173991654214, 0.37113382285778235]",name 'ShortCutDesign' is not defined
"[38, 0.6079342219598126, 0.7587098460926192, 0.201629400894201, 0.4684229240251456, 316.779080845968, 0.13384301201361543, 0.5389178425217523]",name 'ShortCutDesign' is not defined
"[40, 0.12071281018106653, 0.7170214679949679, 0.7662170810057328, 0.1992583796600446, 324.19211718499633, 0.6879209829850212, 0.8015342963705326]",name 'ShortCutDesign' is not defined
"[19, 0.47625755601166025, 0.07470245715442947, 0.20466324901570676, 0.9044766781778488, 316.9486172521796, 0.9356573297775863, 0.7493862047502594]",name 'ShortCutDesign' is not defined
"[42, 0.8212187312070941, 0.6239258760751308, 0.9985414956645261, 0.6434402249725502, 299.44528077873156, 0.1108398391515, 0.16084785250033337]",name 'ShortCutDesign' is not defined
"[34, 0.7994305115467903, 0.19585000917061568, 0.06274966110314266, 0.7992295579386574, 318.41415326902023, 0.11644659410151498, 0.33253296243002933]",name 'ShortCutDesign' is not defined
"[22, 0.7976265086152406, 0.13492720131215047, 0.8683105250239407, 0.13631062586670534, 274.1535651914154, 0.7252836395415027, 0.9722370134400754]",name 'ShortCutDesign' is not defined
"[34, 0.2699002658097858, 0.6280234144586302, 0.12550011701963648, 0.7960163077526778, 307.86357611005155, 0.4397204698726911, 0.6770441617374598]",name 'ShortCutDesign' is not defined
"[27, 0.40299767397019953, 0.029840190099742595, 0.3065328643372501, 0.5564480411392427, 348.7952723652096, 0.5082799380619997, 0.9310703632877069]",name 'ShortCutDesign' is not defined
"[49, 0.5620330475507057, 0.117486575634429, 0.8594076632135854, 0.7575041365934436, 297.90928960369854, 0.701592142361526, 0.9995687656392609]",name 'ShortCutDesign' is not defined
"[31, 0.17133774944455343, 0.9108783591614397, 0.22698661612828072, 0.524118262464792, 306.3828053015374, 0.25997521468679, 0.8316887095127679]",name 'ShortCutDesign' is not defined
"[42, 0.6622650210861919, 0.7726394402324086, 0.3570917592020957, 0.8883125473648537, 291.4514798689517, 0.7164777544181871, 0.06246800562392312]",name 'ShortCutDesign' is not defined
"[23, 0.7404000227388327, 0.10999300130713945, 0.33794700381453274, 0.19518735429058162, 323.3085398644149, 0.5865907162122668, 0.7665363085934983]",name 'ShortCutDesign' is not defined
"[18, 0.842460071535517, 0.5950704794272509, 0.3651831466681899, 0.4441139520636662, 349.3051949472437, 0.24632475983717486, 0.012485103896403366]",name 'ShortCutDesign' is not defined
"[26, 0.6228419269106305, 0.5057820499704515, 0.46083231879958725, 0.0861127147152325, 313.7654830464237, 0.3170020950672755, 0.7913155582607106]",name 'ShortCutDesign' is not defined
"[43, 0.13525361861686547, 0.198719927188183, 0.607190912287788, 0.707227712037087, 312.1799808225111, 0.699496988400504, 0.795206940123234]",name 'ShortCutDesign' is not defined
"[16, 0.8544967439924724, 0.8095771640628215, 0.7475058775279155, 0.551244474676486, 311.62981383244323, 0.1869460544841621, 0.5340162815250867]",name 'ShortCutDesign' is not defined
"[44, 0.30803231935443165, 0.030566401452781822, 0.15846300783070044, 0.896388469844613, 310.9795601467572, 0.5841850837287312, 0.22521835626152495]",name 'ShortCutDesign' is not defined
"[41, 0.3204689371314862, 0.9735427574615675, 0.1268103920301408, 0.14700319845795887, 280.84089062590715, 0.8040234218508212, 0.20378695943456362]",name 'ShortCutDesign' is not defined
"[37, 0.7238357513331082, 0.48198557706366146, 0.45512174255875726, 0.49234551989495506, 337.952541484367, 0.43645703239610595, 0.03961677619352351]",name 'ShortCutDesign' is not defined
"[31, 0.9324507964678757, 0.13273111987119707, 0.8323637379218334, 0.3941831213391768, 320.6951894428863, 0.722959609951583, 0.6516051544875542]",name 'ShortCutDesign' is not defined
"[47, 0.6192373420703057, 0.35419380566485237, 0.9786545730805444, 0.8892622523580637, 286.19613599110994, 0.7690517381658307, 0.20603154197547013]",name 'ShortCutDesign' is not defined
"[26, 0.9716432320596652, 0.8670773906744129, 0.7786132886871288, 0.456047230285473, 298.3125645969944, 0.007634384689219472, 0.050414824646572064]",name 'ShortCutDesign' is not defined
"[41, 0.1630730344334457, 0.36574441930247825, 0.5641013592031909, 0.7999444054646035, 274.95069131981853, 0.8137168770333845, 0.21100533025776605]",name 'ShortCutDesign' is not defined
"[35, 0.023930145631488292, 0.6751408747866954, 0.2947310863649673, 0.027323943145512695, 335.3618568426467, 0.8993797579150868, 0.3609318856388065]",name 'ShortCutDesign' is not defined
"[44, 0.5227078755762478, 0.5782912461964774, 0.8673884412144537, 0.540607753715503, 324.77281021191635, 0.5843950132412079, 0.6135887502656144]",name 'ShortCutDesign' is not defined
"[14, 0.26940478978389043, 0.6096175201818035, 0.210292994068936, 0.5336596614815836, 296.512356355929, 0.9574317649917955, 0.9752377919758648]",name 'ShortCutDesign' is not defined
"[26, 0.4061200940755029, 0.9768468282693583, 0.6848609391284161, 0.7960620387182148, 283.8169081109327, 0.07499775031340546, 0.27806174678428996]",name 'ShortCutDesign' is not defined
"[25, 0.25522256133780186, 0.3781519425778419, 0.935701320770235, 0.4944599166502298, 286.3948425725732, 0.47110633756337644, 0.6897064095921379]",name 'ShortCutDesign' is not defined
"[37, 0.8905749267613216, 0.8266793970432026, 0.6296927693166364, 0.5579338730168693, 324.49101589550895, 0.8533279365753819, 0.3738117468049175]",name 'ShortCutDesign' is not defined
"[25, 0.1809001521915774, 0.9962972655287866, 0.42082221138425074, 0.6383201326118384, 313.8236774281923, 0.32875568728123533, 0.12655208843533763]",name 'ShortCutDesign' is not defined
"[42, 0.1400030162248923, 0.9348178511964846, 0.7532014662573306, 0.6940115673872463, 278.2482844328331, 0.5944006076273644, 0.9808395360199826]",name 'ShortCutDesign' is not defined
"[49, 0.8044693366153104, 0.04466719543529815, 0.030206697786828725, 0.5683327393542539, 320.0033875002253, 0.2991918072558271, 0.062468822102208235]",name 'ShortCutDesign' is not defined
"[23, 0.6625907975708997, 0.954739893768078, 0.8637571091803382, 0.9048919513050387, 276.8272813827031, 0.7531050040305841, 0.35125188950150865]",name 'ShortCutDesign' is not defined
"[44, 0.041977603071436546, 0.34913375867272384, 0.3856016566639213, 0.5089070431960186, 327.9523950836983, 0.6105635803287518, 0.9909578180181157]",name 'ShortCutDesign' is not defined
"[32, 0.2881103926874963, 0.20884486234284902, 0.1079228152744127, 0.6473500080201279, 317.7393157796359, 0.9181920568196169, 0.22761786124497832]",name 'ShortCutDesign' is not defined
"[29, 0.46519077571737244, 0.4670117224489926, 0.02374626890970196, 0.38253500322315315, 322.1565082808759, 0.27909608936189845, 0.3237921572976377]",name 'ShortCutDesign' is not defined
"[25, 0.3576686751724989, 0.8844096407021271, 0.341119536958179, 0.019190815310147016, 322.2289972486665, 0.6436168410536773, 0.9259758761179187]",name 'ShortCutDesign' is not defined
"[26, 0.4398954304789541, 0.8787505826772634, 0.6037619408535247, 0.22753402954481178, 274.95361954587867, 0.35728045185715035, 0.7153895205241108]",name 'ShortCutDesign' is not defined
"[29, 0.7873827137277982, 0.5296162584596614, 0.003976316796781404, 0.19824824529630236, 298.04522269599164, 0.3816496223106766, 0.697810342888039]",name 'ShortCutDesign' is not defined
"[47, 0.41897537566670207, 0.3165452526025047, 0.17253516016887752, 0.8540837592909263, 292.97093572362087, 0.8295581138101745, 0.7555836685941034]",name 'ShortCutDesign' is not defined
"[39, 0.27507986188904004, 0.9450056104269076, 0.3820859452027442, 0.4966789240308571, 342.37541003437923, 0.4945647223669772, 0.9441246759685172]",name 'ShortCutDesign' is not defined
"[18, 0.6164825034349808, 0.5282275865569916, 0.1289440735492914, 0.8570642735112179, 305.0920577727995, 0.5179059562813026, 0.36423230583941296]",name 'ShortCutDesign' is not defined
"[43, 0.9851936970544356, 0.11811280066052701, 0.7350533014405115, 0.03902467143293951, 279.27596664779605, 0.8506305969821941, 0.21207388191468882]",name 'ShortCutDesign' is not defined
"[43, 0.34665120304594904, 0.10957162572983768, 0.986861920214342, 0.02455738975951457, 280.94265477703624, 0.8199972391706197, 0.6273331762341569]",name 'ShortCutDesign' is not defined
"[23, 0.9105428436840152, 0.750578359569945, 0.4709563614546518, 0.04159722641829753, 325.3260070381131, 0.6719261372436551, 0.506620332223478]",name 'ShortCutDesign' is not defined
"[42, 0.6770089960109852, 0.49498692319609106, 0.10089764233801027, 0.4491046218825787, 314.64337646830893, 0.16634920442360135, 0.42923117650157055]",name 'ShortCutDesign' is not defined
"[24, 0.19731224794081448, 0.5215750733794582, 0.8680860235233999, 0.5207833908479151, 280.2592787995847, 0.6944677125700853, 0.380071757981815]",name 'ShortCutDesign' is not defined
"[39, 0.9183823176191879, 0.5389240447335187, 0.5878542826301694, 0.6241677566167358, 284.0686265732354, 0.18967125049037067, 0.058762417770717945]",name 'ShortCutDesign' is not defined
"[16, 0.2681488590176986, 0.052499301300243696, 0.7956260801783176, 0.048062475561246265, 327.873661061751, 0.9165016992319757, 0.37370833720830554]",name 'ShortCutDesign' is not defined
"[28, 0.4075373762429907, 0.6565905081132104, 0.8708356643599181, 0.18473061789086595, 293.25815712939277, 0.08419571403769162, 0.8797898611457723]",name 'ShortCutDesign' is not defined
"[25, 0.3940861562499547, 0.6044718296797899, 0.4642387615800197, 0.49947429502647683, 279.3113222155793, 0.4020825674037099, 0.31022136098116904]",name 'ShortCutDesign' is not defined
"[19, 0.7034844454906429, 0.7730020404564338, 0.29699531973514665, 0.4172963713941978, 286.3326359037288, 0.047844359429942154, 0.8234901322646598]",name 'ShortCutDesign' is not defined
"[48, 0.8734043326068051, 0.9399168916122611, 0.7451811419712752, 0.6416225903265704, 349.3557688318076, 0.9717732969345427, 0.4857248606625412]",name 'ShortCutDesign' is not defined
"[49, 0.2596040010627745, 0.6908218337391544, 0.4075863243446005, 0.5879328133370126, 333.3839658900847, 0.638547182104893, 0.7317612009723475]",name 'ShortCutDesign' is not defined
"[13, 0.6227707822919801, 0.4170123897740938, 0.26443159495041374, 0.3810089825054434, 283.0794365554091, 0.11605538493578045, 0.865731502726995]",name 'ShortCutDesign' is not defined
